customer_id,age,region,digital_score,risk_appetite_proxy,has_isa,has_sipp,has_gia,aum,cash_ratio,cash_balance,contribution_18m,active_days_6m,cluster,segment
C000023,63,Wales,0.9379179204518666,0.4390302114974919,1,0,1,83833.87,0.35391614402791405,29670.16,9237.97,46.0,3,Emerging monthly investors
C000024,71,Wales,0.5344357091634223,0.5780688845637433,1,1,0,80805.93,0.19665045756733263,15890.52,1955.5,38.0,2,Pension builders approaching retirement
C000025,32,Scotland,0.5217165305369822,0.648753319327247,1,0,0,10809.72,0.16711609635037405,1806.48,3369.51,29.0,4,Low-engagement or dormant investors
C000026,65,London,0.7315256647981588,0.687428599143966,1,1,0,31640.64,0.5848559674625091,18505.22,519.72,43.0,1,Cash-heavy cautious investors
C000027,69,East Midlands,0.5904528715122341,0.3240239904597039,1,0,1,93294.7,0.37985233295987303,35438.21,3758.83,41.0,1,Cash-heavy cautious investors
C000028,58,Yorkshire,0.6457534629682419,0.6678713959438904,1,0,1,95733.49,0.3826918166533781,36636.42,9414.55,28.0,1,Cash-heavy cautious investors
C000029,36,East Midlands,0.40608411190526394,0.6590299047546082,1,1,0,178520.7,0.29337990500271305,52374.39,6728.74,21.0,2,Pension builders approaching retirement
C000030,56,Scotland,0.38640685344602343,0.5069294096103951,1,1,1,284782.37,0.2199057516910862,62625.28,1558.05,36.0,2,Pension builders approaching retirement
C000031,25,London,0.8614029237279835,0.571963420005687,1,0,1,35152.8,0.10022639798423477,3523.24,11632.22,51.0,3,Emerging monthly investors
C000032,75,North West,0.18243669692222778,0.052509879322424104,1,1,1,292480.45,0.3568844792156384,104381.73,1295.36,21.0,2,Pension builders approaching retirement
C000033,30,Scotland,0.23754909656397866,0.8983354069070303,1,1,1,131835.65,0.22478810898130663,29635.09,5070.64,20.0,2,Pension builders approaching retirement
C000034,58,Wales,0.3293464312366723,0.22757837399081993,1,0,0,19564.03,0.2360659252294199,4618.4,4384.75,21.0,4,Low-engagement or dormant investors
C000035,59,Wales,0.3900577674114051,0.2707871294135525,1,0,1,117577.3,0.5706248564641562,67092.53,736.52,29.0,1,Cash-heavy cautious investors
C000036,44,Wales,0.7816154683357778,0.4855229765901249,1,0,1,109115.66,0.33072735414304544,36087.53,7506.98,43.0,3,Emerging monthly investors
C000037,47,Yorkshire,0.1883623472331577,0.36561970450274833,0,0,0,34355.66,0.49508381716904204,17008.93,451.13,19.0,4,Low-engagement or dormant investors
C000038,62,North West,0.23109526684984913,0.46873927258998055,1,1,0,32813.1,0.2118891658895132,6952.74,7225.71,47.0,0,High-value engaged investors
C000039,55,East Midlands,0.9111540485847064,0.2150172985016668,1,1,1,62606.87,0.2943458615103568,18428.07,3708.32,58.0,0,High-value engaged investors
C000040,34,Yorkshire,0.7195739465461113,0.8929028302957822,1,0,0,51501.55,0.1751440147278666,9020.19,3613.53,48.0,3,Emerging monthly investors
C000041,28,Scotland,0.44623864563103355,0.5753058336291179,1,0,0,32361.59,0.23274897628028304,7532.13,2851.02,25.0,4,Low-engagement or dormant investors
C000042,25,Wales,0.41189417415311746,0.6023302119965387,1,0,1,295867.98,0.027860004165633234,8242.88,5908.52,23.0,4,Low-engagement or dormant investors
C000043,65,Scotland,0.2130569864861958,0.621242194962637,1,0,1,168618.28,0.26393868347692384,44504.89,2003.74,31.0,4,Low-engagement or dormant investors
C000044,48,Yorkshire,0.5422998812990463,0.3518684084832459,0,0,0,138022.17,0.41736133514851403,57605.12,2324.81,47.0,1,Cash-heavy cautious investors
C000045,59,London,0.6485972700940206,0.31536479891820995,1,0,0,17813.62,0.41439786006634804,7381.93,10907.55,44.0,3,Emerging monthly investors
C000046,51,Scotland,0.3876840158027542,0.5714918218681121,1,1,0,160632.2,0.07390302695605581,11871.21,3231.5,44.0,0,High-value engaged investors
C000047,37,South East,0.1908045642883344,0.20002711064603845,0,0,0,125376.95,0.3195781954497108,40067.74,1819.19,26.0,4,Low-engagement or dormant investors
C000048,56,Scotland,0.5230867452735516,0.7580408181339232,0,1,0,201107.65,0.2226087416306163,44768.32,3868.52,30.0,2,Pension builders approaching retirement
C000049,67,Yorkshire,0.3143337516486105,0.3730717535497883,1,1,1,262676.05,0.26959776606364694,70816.88,5405.69,20.0,2,Pension builders approaching retirement
C000050,65,London,0.16011311386897872,0.3147132168753721,1,1,0,99355.44,0.44022501211797604,43738.75,4598.12,13.0,2,Pension builders approaching retirement
C000051,32,Wales,0.4080833062787542,0.3840852166606896,0,0,0,7871.42,0.17157314735650453,1350.52,1472.73,28.0,4,Low-engagement or dormant investors
C000052,73,London,0.5169681603626555,0.7627864311934078,1,0,1,44816.55,0.5829763430822001,26126.99,4430.34,35.0,1,Cash-heavy cautious investors
C000053,62,South East,0.5648278965274677,0.6137416531157812,1,1,0,43234.3,0.3188739541692661,13786.29,9462.44,19.0,2,Pension builders approaching retirement
C000054,61,Scotland,0.6305494260518105,0.49696077665386623,0,1,1,45409.71,0.6090646819073111,27657.45,2071.69,39.0,0,High-value engaged investors
C000055,35,Wales,0.6067401865356242,0.7445244771564807,1,0,1,81021.4,0.12553350826455648,10170.9,4672.23,35.0,3,Emerging monthly investors
C000056,44,East Midlands,0.7143541190535118,0.6268057608796079,1,0,0,66973.02,0.4872537280218976,32632.85,7177.19,56.0,3,Emerging monthly investors
C000057,74,South East,0.4197286613493404,0.37571534480123214,1,1,0,19367.26,0.06088446188343667,1179.17,7964.71,34.0,2,Pension builders approaching retirement
C000058,61,Wales,0.544642224197803,0.5113422208224413,1,1,0,24441.4,0.425848818244685,10408.34,11638.51,40.0,0,High-value engaged investors
C000059,40,East Midlands,0.2213003124645604,0.6871412114358495,1,0,1,137584.29,0.685516396320057,94316.29,1488.03,22.0,1,Cash-heavy cautious investors
C000060,24,East Midlands,0.1709550417642472,0.6770542228724709,0,0,0,18262.9,0.23685524280028286,4325.66,830.75,17.0,4,Low-engagement or dormant investors
C000061,65,Scotland,0.7625998974050234,0.30423640749860964,0,0,0,14467.12,0.14448039005448693,2090.21,3028.8,63.0,3,Emerging monthly investors
C000062,50,Scotland,0.3067150044807019,0.4683424832318025,1,1,0,43774.5,0.7931245139957775,34718.63,5235.89,41.0,1,Cash-heavy cautious investors
C000063,35,Scotland,0.6638975637610962,0.5151191169544995,1,0,0,20115.43,0.04346132730078595,874.24,4727.35,52.0,3,Emerging monthly investors
C000064,62,Yorkshire,0.7210495185808854,0.616182186765633,0,1,0,48243.74,0.12285901385025007,5927.18,8501.46,25.0,2,Pension builders approaching retirement
C000065,42,London,0.4979617844516488,0.7300085521009849,1,0,1,54286.24,0.586683243178799,31848.83,7908.66,42.0,1,Cash-heavy cautious investors
C000066,45,Wales,0.8558899311702481,0.20811376430044348,1,1,1,161372.58,0.10237861761623648,16521.1,4047.83,42.0,0,High-value engaged investors
C000067,52,North West,0.6019929778426231,0.12495415246742297,1,1,0,37090.37,0.37075344576513825,13751.38,5534.19,28.0,2,Pension builders approaching retirement
C000068,66,North West,0.3607061361227242,0.8214369391285474,1,1,0,286782.54,0.4868693245277286,139625.62,8172.7,41.0,0,High-value engaged investors
C000069,60,East Midlands,0.6612813669447605,0.13316336879961665,1,1,1,41638.09,0.26160931763866757,10892.91,949.46,38.0,2,Pension builders approaching retirement
C000070,37,London,0.6525312235513806,0.349289104510873,1,0,0,122661.24,0.19359215373821118,23746.25,9077.44,26.0,3,Emerging monthly investors
C000071,49,Scotland,0.5985714073921725,0.5136235533641008,1,1,1,88675.75,0.23336017490202762,20693.39,9612.19,53.0,0,High-value engaged investors
C000072,56,Yorkshire,0.664386509688382,0.637019879815163,1,0,1,36398.42,0.21141829520336883,7695.29,7973.64,33.0,3,Emerging monthly investors
C000073,57,East Midlands,0.5611873086238756,0.2623670103764081,1,0,1,13264.18,0.23653037736154756,3137.38,1449.85,43.0,4,Low-engagement or dormant investors
C000074,31,East Midlands,0.602762574757864,0.47736548521390204,1,1,1,101993.28,0.29190443034337304,29772.29,12858.3,33.0,0,High-value engaged investors
C000075,61,Yorkshire,0.30350833984052156,0.2195105233607009,1,0,1,158253.67,0.03280759279123406,5191.92,7611.67,30.0,3,Emerging monthly investors
C000076,68,London,0.5810694237821974,0.7543167027884815,0,1,0,70628.92,0.2518032933814828,17784.59,2872.91,44.0,0,High-value engaged investors
C000077,38,East Midlands,0.7975923863124107,0.6956849813550806,1,0,0,34441.79,0.42637139316976924,14685.0,5263.16,45.0,3,Emerging monthly investors
C000078,29,Scotland,0.3338610206992801,0.24713206744665403,1,0,0,46405.93,0.3603245700824623,16721.2,1897.61,29.0,4,Low-engagement or dormant investors
C000079,43,Yorkshire,0.45296483741239946,0.5114257784038619,1,0,0,65251.01,0.08250281185190257,5383.39,2465.39,12.0,4,Low-engagement or dormant investors
C000080,61,London,0.58677203510593,0.46873097678476483,1,0,1,206663.51,0.5869361544710613,121298.29,6756.6,33.0,1,Cash-heavy cautious investors
C000081,47,Scotland,0.27784807166676584,0.20697152960716092,1,1,1,38287.97,0.4224823157409493,16175.99,7248.1,20.0,2,Pension builders approaching retirement
C000082,47,Scotland,0.509849153395302,0.3412334814263686,1,1,0,77969.38,0.1057502001428545,8245.28,705.64,29.0,2,Pension builders approaching retirement
C000083,72,North West,0.818378033695663,0.7148482174512584,1,0,1,81444.38,0.32035440689545497,26091.07,5130.95,42.0,3,Emerging monthly investors
C000084,23,Yorkshire,0.6130850437116776,0.05137436922374522,1,0,1,61844.67,0.5282371091268997,32668.65,1795.24,44.0,1,Cash-heavy cautious investors
C000085,75,South East,0.23789369224699092,0.3982096883388934,1,1,1,46154.79,0.5077077367593823,23433.14,5408.38,24.0,2,Pension builders approaching retirement
C000086,38,Yorkshire,0.7807086901753735,0.1387146420518037,1,0,1,175677.83,0.3075552747254354,54030.64,15096.11,61.0,3,Emerging monthly investors
C000087,72,North West,0.7976617891732934,0.7411068841068411,1,1,1,78805.11,0.5598751546901156,44121.02,9630.83,40.0,0,High-value engaged investors
C000088,60,East Midlands,0.801478659002105,0.6706098595942734,1,1,1,65082.9,0.46211835963095566,30076.0,8227.24,29.0,0,High-value engaged investors
C000089,25,Wales,0.25340602789627764,0.6292395755925599,1,0,1,13430.64,0.5903659117462794,7928.99,5398.14,18.0,1,Cash-heavy cautious investors
C000090,49,Yorkshire,0.7833114231402171,0.6951035568933318,0,1,0,88642.8,0.2518148813580511,22321.58,5700.65,39.0,0,High-value engaged investors
C000091,74,Yorkshire,0.19454712699936444,0.19000340391937814,1,1,0,118016.23,0.34122446400233664,40270.02,4633.35,25.0,2,Pension builders approaching retirement
C000092,62,South East,0.7230686690860741,0.19121762768775485,1,0,0,92069.94,0.3120402422380951,28729.53,3579.96,39.0,3,Emerging monthly investors
C000093,40,South East,0.26043007501105947,0.4785321779012004,1,0,0,9211.6,0.15141572312994578,1394.78,3091.97,26.0,4,Low-engagement or dormant investors
C000094,66,North West,0.5186211263293304,0.6149207582541635,0,0,0,9749.07,0.1887178413538236,1839.82,1549.41,23.0,4,Low-engagement or dormant investors
C000095,58,Wales,0.9200193999449141,0.12967271655595788,1,1,0,39067.91,0.1601136707707987,6255.31,6634.27,44.0,0,High-value engaged investors
C000096,30,Wales,0.16206585059351655,0.28573015337961555,0,0,0,140902.07,0.5372590478129613,75700.91,1804.32,37.0,1,Cash-heavy cautious investors
C000097,53,London,0.5772218770094215,0.5296772769194888,1,1,0,58553.25,0.44407601104760575,26002.09,9322.67,28.0,0,High-value engaged investors
C000098,56,Wales,0.24535355047164784,0.4495055630560015,0,0,0,26985.73,0.3723942778395697,10049.33,849.44,29.0,4,Low-engagement or dormant investors
C000099,40,South East,0.5442898176873509,0.40526245823133833,0,1,0,130733.07,0.25512561643711007,33353.36,3480.4,32.0,2,Pension builders approaching retirement
C000100,28,Yorkshire,0.15419516814643755,0.14093723302576341,0,1,1,132334.4,0.2228860568585936,29495.49,2305.47,10.0,2,Pension builders approaching retirement
C000101,54,East Midlands,0.1371518397467356,0.3591300197052821,0,0,1,26812.0,0.1979044400484106,5306.21,1101.93,17.0,4,Low-engagement or dormant investors
C000102,58,Scotland,0.6612709998703339,0.5854397341043163,1,1,1,419853.85,0.2247041810878181,94342.92,5492.63,45.0,0,High-value engaged investors
C000103,53,Scotland,0.7316204324741485,0.752523112154901,1,1,1,62936.5,0.6998594379376922,44046.71,13038.61,39.0,0,High-value engaged investors
C000104,37,Yorkshire,0.6518022739785339,0.5318953010741673,0,1,1,73493.28,0.10809948202690263,7944.59,17799.73,43.0,0,High-value engaged investors
C000105,63,London,0.8105020757889038,0.1993509955451846,1,1,1,492276.41,0.3162254611607395,155670.34,5484.58,56.0,0,High-value engaged investors
C000106,24,East Midlands,0.4257942774363802,0.24124555127767308,1,0,1,102536.81,0.39281548669111616,40278.05,4820.19,38.0,1,Cash-heavy cautious investors
C000107,70,South East,0.41465000333755386,0.49586414182152955,1,0,0,81682.9,0.20414471879119842,16675.13,13340.04,29.0,3,Emerging monthly investors
C000108,66,London,0.4768059073332396,0.6018164703880784,0,1,0,352807.75,0.49914659872621325,176102.79,2505.72,31.0,2,Pension builders approaching retirement
C000109,74,Wales,0.1446921248616925,0.6793493149317685,1,1,0,70035.23,0.3943328588554106,27617.19,2377.92,19.0,2,Pension builders approaching retirement
C000110,72,South East,0.6803763421436053,0.305779337316502,1,1,0,51962.94,0.2128985718184141,11062.84,4727.82,49.0,0,High-value engaged investors
C000111,68,Scotland,0.3110467449156158,0.522328433514633,1,0,0,9384.31,0.33445856754210934,3138.66,4655.73,37.0,3,Emerging monthly investors
C000112,41,Wales,0.6613097785121423,0.7805599378948334,1,1,0,164655.28,0.29658827454342757,48834.83,5041.47,32.0,2,Pension builders approaching retirement
C000113,47,North West,0.7023834868355517,0.5557324540982758,1,1,1,41755.63,0.4171825617353439,17419.72,7537.94,40.0,0,High-value engaged investors
C000114,44,London,0.43037178982987806,0.06261737628100525,0,0,1,21116.17,0.2217751291133379,4683.04,2367.07,22.0,4,Low-engagement or dormant investors
C000115,26,Wales,0.639132264529257,0.2878374093638632,1,1,0,25314.52,0.4869922666423659,12327.97,3925.71,43.0,1,Cash-heavy cautious investors
C000116,37,Yorkshire,0.950342684873324,0.24799862869466283,0,0,1,181400.25,0.7088803160039793,128591.07,2265.36,54.0,1,Cash-heavy cautious investors
C000117,72,South East,0.674572377718023,0.28981993413584883,1,1,1,126415.23,0.20107832054171002,25419.36,7290.13,41.0,0,High-value engaged investors
C000118,37,Scotland,0.7081860444542082,0.44036210090947114,0,0,0,21194.53,0.4290646822273503,9093.83,909.91,51.0,1,Cash-heavy cautious investors
C000119,61,East Midlands,0.6889448253847117,0.306685504890475,1,1,0,105863.35,0.31215576336407014,33045.85,16626.5,34.0,0,High-value engaged investors
C000120,56,East Midlands,0.6572247166457832,0.418274026626384,1,1,1,62670.97,0.3366505566753605,21098.22,11595.31,45.0,0,High-value engaged investors
C000121,35,Wales,0.5041720148632695,0.3799409247270506,1,0,0,39878.85,0.02963454004222535,1181.79,1312.62,26.0,4,Low-engagement or dormant investors
C000122,70,Scotland,0.5608044361450721,0.16650121562028747,1,0,0,19402.09,0.14624203768894353,2837.4,9107.09,46.0,3,Emerging monthly investors
C000123,45,London,0.5546869509830887,0.5752996567692363,0,0,1,19339.11,0.266118418806695,5146.49,4998.15,39.0,3,Emerging monthly investors
C000124,22,South East,0.6304798996962084,0.5135956865325303,1,0,1,111634.6,0.18118799981755004,20226.85,8004.79,32.0,3,Emerging monthly investors
C000125,74,London,0.5096726058103732,0.5857146262679056,1,1,0,92401.68,0.44614203846788597,41224.28,3513.55,40.0,0,High-value engaged investors
C000126,40,London,0.42216809583526854,0.8143678991453149,1,0,1,113079.26,0.5010725258545015,56660.91,9277.83,44.0,1,Cash-heavy cautious investors
C000127,55,Wales,0.4401868160444295,0.40832706770821886,0,0,0,56880.23,0.24053782805654675,13681.85,628.22,33.0,4,Low-engagement or dormant investors
C000128,32,Yorkshire,0.6082948683845549,0.7779095800796039,0,1,1,246035.79,0.4713340399160344,115965.04,5898.79,35.0,0,High-value engaged investors
C000129,62,London,0.28071575092425843,0.3676702691955374,1,1,0,230240.68,0.4177981471408458,96194.13,1009.4,28.0,2,Pension builders approaching retirement
C000130,34,East Midlands,0.7678612923243463,0.7140817989120675,1,0,1,115109.04,0.14716575209768354,16940.11,10818.55,33.0,3,Emerging monthly investors
C000131,65,London,0.7896731808194302,0.21331712765431313,0,1,0,25028.01,0.253930986711391,6355.39,4255.68,44.0,0,High-value engaged investors
C000132,42,Wales,0.6754262686596229,0.2785058899493771,1,0,0,30873.95,0.34331669514939084,10599.54,8355.17,46.0,3,Emerging monthly investors
C000133,60,Wales,0.2992516355024092,0.6594145587932964,1,0,1,78336.47,0.644338321900391,50475.19,5329.93,23.0,1,Cash-heavy cautious investors
C000134,57,Wales,0.18292469862913605,0.4658458411757841,1,0,0,24148.68,0.5045659005276835,12184.6,3197.17,21.0,1,Cash-heavy cautious investors
C000135,61,Scotland,0.36500243105718955,0.4042726627086034,1,0,0,26798.36,0.465814883890923,12483.07,6374.23,28.0,1,Cash-heavy cautious investors
C000136,27,Scotland,0.559030800033538,0.27188541515067677,1,0,1,99213.55,0.37407034201788447,37112.85,5410.73,32.0,1,Cash-heavy cautious investors
C000137,30,London,0.5248181280689135,0.30539546386377076,1,0,0,308492.03,0.21012943525788833,64823.26,1267.39,34.0,4,Low-engagement or dormant investors
C000138,38,Wales,0.30089535574550763,0.12225702581123753,1,0,0,16716.09,0.36197757126231034,6050.85,3061.12,12.0,4,Low-engagement or dormant investors
C000139,26,Scotland,0.5278029080349886,0.4236905349523831,0,0,1,184150.93,0.3629797809719288,66843.07,2044.12,35.0,1,Cash-heavy cautious investors
C000140,62,South East,0.6533074837171401,0.4303702793942889,1,1,0,51780.93,0.09038195435502488,4680.06,5673.31,45.0,0,High-value engaged investors
C000141,69,Wales,0.719561651946626,0.6268646254922574,1,0,1,62887.13,0.2796858133065305,17588.64,3324.08,46.0,3,Emerging monthly investors
C000142,60,East Midlands,0.7284631674855355,0.23309915076460744,1,1,1,19843.09,0.2680649056296434,5319.24,12013.98,34.0,0,High-value engaged investors
C000143,70,South East,0.7033874944246951,0.2060117871776695,1,1,0,99954.23,0.2859881885626537,28585.73,6429.29,42.0,0,High-value engaged investors
C000144,23,North West,0.8135442392345948,0.07203021154629206,0,0,0,288111.11,0.40671613874283785,117179.44,1713.71,37.0,1,Cash-heavy cautious investors
C000145,62,East Midlands,0.6514793401027896,0.7306802301778044,1,1,0,82508.31,0.30703993730787205,25333.35,4714.44,30.0,2,Pension builders approaching retirement
C000146,74,London,0.6905992395144346,0.5044577496596714,1,1,0,27686.33,0.4109983995029581,11379.04,2114.9,34.0,2,Pension builders approaching retirement
C000147,39,East Midlands,0.45867366990098146,0.5732630705292386,0,0,0,28277.04,0.32052413691854514,9063.47,2077.09,26.0,4,Low-engagement or dormant investors
C000148,40,Yorkshire,0.4550406264108625,0.713237130406699,1,1,0,37242.42,0.1991576891640163,7417.11,3359.06,27.0,2,Pension builders approaching retirement
C000149,41,Scotland,0.7479704817008757,0.4973776971380319,0,1,0,68696.82,0.414303723490089,28461.35,3856.49,46.0,0,High-value engaged investors
C000150,44,South East,0.4042262321735629,0.15164395557464,0,0,1,154252.18,0.5663625976239957,87362.66,4184.75,23.0,1,Cash-heavy cautious investors
C000151,70,North West,0.32499743662429403,0.5278768220553793,0,1,1,196210.16,0.43662224960836127,85669.72,5581.94,36.0,0,High-value engaged investors
C000152,53,London,0.654349766191643,0.9027343089486183,1,1,0,434629.98,0.0817165966848236,35516.48,6578.49,39.0,0,High-value engaged investors
C000153,67,Wales,0.43490139673471057,0.4435574317612722,1,0,0,84648.69,0.21653336168243614,18329.26,7271.64,36.0,3,Emerging monthly investors
C000154,45,London,0.12793187659358485,0.9180598215416095,1,0,1,13181.09,0.0947471181582461,1248.87,752.6,16.0,4,Low-engagement or dormant investors
C000155,30,Yorkshire,0.731734731232179,0.7129429831191255,1,0,0,23994.34,0.09031769798299051,2167.11,4516.61,32.0,3,Emerging monthly investors
C000156,43,South East,0.409962652733009,0.25274359441323957,0,0,1,64678.36,0.24078903395346168,15573.84,1618.78,36.0,4,Low-engagement or dormant investors
C000157,34,London,0.2155290538357914,0.34772686561340416,1,0,0,19525.92,0.22071497341620305,4309.66,1346.24,21.0,4,Low-engagement or dormant investors
C000158,62,South East,0.8801534959070175,0.42043032467293506,1,0,1,78787.87,0.44538433552911877,35090.89,1958.6,41.0,1,Cash-heavy cautious investors
C000159,57,Yorkshire,0.7547429288110427,0.6663411918085698,1,1,1,75487.02,0.5350998137585165,40393.09,8040.39,35.0,0,High-value engaged investors
C000160,64,South East,0.48144406796018774,0.7196177332061233,0,0,0,8473.04,0.220630228907254,1869.41,5595.17,28.0,4,Low-engagement or dormant investors
C000161,57,East Midlands,0.3333635881545395,0.7175979699339776,0,0,0,178139.18,0.39615012550313855,70569.86,2165.21,28.0,1,Cash-heavy cautious investors
C000162,74,Yorkshire,0.9032290561017764,0.7293646624933097,1,0,0,141697.71,0.07741393525989028,10969.38,11765.47,54.0,3,Emerging monthly investors
C000163,66,Scotland,0.17997659301068453,0.4007429827944774,1,0,1,201118.21,0.09517924632012703,19142.28,3441.21,21.0,2,Pension builders approaching retirement
C000164,73,South East,0.1895942936503391,0.45392829336739526,0,1,1,130940.25,0.09084630796862217,11895.44,4652.65,18.0,2,Pension builders approaching retirement
C000165,38,Scotland,0.47355437514077536,0.5568763330452748,1,0,0,34641.56,0.12040718016416242,4171.09,1447.89,32.0,4,Low-engagement or dormant investors
C000166,46,East Midlands,0.5610629556823359,0.40330194546386955,1,0,0,7401.14,0.2191766402533366,1622.16,2724.09,34.0,4,Low-engagement or dormant investors
C000167,53,East Midlands,0.7631527645881941,0.6948342481842793,1,1,1,276744.8,0.21883378507705495,60561.11,4365.87,45.0,0,High-value engaged investors
C000168,61,Scotland,0.7752893094126696,0.6726632360486563,1,0,0,26829.41,0.26591047656682903,7134.22,7422.96,53.0,3,Emerging monthly investors
C000169,24,London,0.6834518224957444,0.14320903758413026,1,0,0,48430.89,0.5070392080264048,24556.36,3563.81,32.0,1,Cash-heavy cautious investors
C000170,42,East Midlands,0.6307326772957639,0.6228533583288614,1,0,0,38001.09,0.634794839151244,24122.89,8324.25,55.0,1,Cash-heavy cautious investors
C000171,24,South East,0.8373809495938797,0.7245320165289416,0,0,1,16129.96,0.27856739378045114,4493.28,3931.95,37.0,3,Emerging monthly investors
C000172,40,Yorkshire,0.8885907540580785,0.2991612843933727,1,1,0,17269.01,0.17717166555953787,3059.58,3072.38,48.0,3,Emerging monthly investors
C000173,36,London,0.21048614550615882,0.6034613967122935,1,0,0,309131.8,0.03276996849610502,10130.24,4854.8,33.0,3,Emerging monthly investors
C000174,29,Wales,0.449504349296674,0.6452118677049613,0,0,1,73805.83,0.22182800259970092,16372.2,627.33,33.0,4,Low-engagement or dormant investors
C000175,60,Wales,0.8443800372446514,0.3569037900946978,0,1,0,204599.05,0.18601368959396689,38058.23,5553.99,47.0,0,High-value engaged investors
C000176,32,East Midlands,0.3027305671032024,0.5691479420380109,1,1,1,21537.43,0.1270941528742335,2737.28,8395.18,24.0,2,Pension builders approaching retirement
C000177,25,Yorkshire,0.612911196769993,0.6054646036134621,1,0,1,213136.11,0.2889955911013294,61595.4,3609.93,48.0,3,Emerging monthly investors
C000178,74,Scotland,0.6694793445962665,0.34458035206235604,1,1,0,195865.15,0.2728618814741306,53444.13,3364.94,30.0,2,Pension builders approaching retirement
C000179,65,South East,0.4525769079846339,0.5953663015477456,1,1,0,47565.24,0.21347034557723252,10153.77,7768.05,45.0,0,High-value engaged investors
C000180,73,North West,0.6726227153619719,0.5389790994163375,1,1,0,25545.33,0.32270900730861396,8243.71,8119.63,56.0,0,High-value engaged investors
C000181,51,Yorkshire,0.44466587477062414,0.7543103607266776,1,0,0,11215.26,0.33145076331994777,3717.31,2322.91,33.0,4,Low-engagement or dormant investors
C000182,26,Wales,0.8031595883136307,0.40391905600491435,1,1,1,242443.04,0.22748336733874056,55151.76,1623.16,48.0,0,High-value engaged investors
C000183,57,North West,0.2963132742669805,0.19949762570229734,0,1,1,110984.4,0.5500884732911673,61051.24,6358.7,32.0,0,High-value engaged investors
